episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.21846222877502441,-50.150812312647595,0
2,50,50,0.24515366554260254,-39.91517275377502,0
3,100,100,22.462818145751953,-87.69807623107474,150
4,150,150,30.981980085372925,-47.07102905831283,200
5,200,200,41.74237370491028,-28.893497532253242,250
6,250,250,49.783509492874146,-30.488148770699542,256
7,300,300,57.786688804626465,-22.63964846986561,256
8,350,350,68.84303641319275,-28.580214277148716,256
9,400,400,77.99472069740295,-25.958843897711212,256
10,450,450,87.12356615066528,-18.88582271720568,256
11,500,500,95.84859251976013,-14.957120543367713,256
12,550,550,106.18747472763062,-13.043474080211503,256
13,600,600,114.53366470336914,-10.311453119391286,256
14,650,650,123.83167457580566,-9.15010605093523,256
15,700,700,133.5082402229309,-9.373700252744532,256
16,750,750,145.20296216011047,-9.45930885828017,256
17,800,800,154.3885908126831,-9.361754275639257,256
18,850,850,163.86099314689636,-9.486659282109382,256
19,900,900,175.3435709476471,-9.488048111948801,256
20,950,950,184.52304363250732,-9.372509656982627,256
21,1000,1000,192.9463403224945,-9.386769603033839,256
