episode,step,env_step,total_time,episode_reward
1,0,0,0.1257762908935547,-1301.5945045396602
2,200,200,11.724523782730103,-1288.5079137322568
3,400,400,23.75699472427368,-1089.0781399090044
4,600,600,36.17256474494934,-1308.6734858607142
5,800,800,49.196253538131714,-920.141441356635
6,1000,1000,63.20288133621216,-500.9543396437486
7,1200,1200,76.54318165779114,-243.47647148506147
8,1400,1400,90.3786985874176,-243.11730076117368
9,1600,1600,104.40980839729309,-241.80615754069402
10,1800,1800,118.83566403388977,-242.4080744810863
11,2000,2000,133.25685214996338,-242.4961398762462
12,2200,2200,147.23981523513794,-244.14072381272305
13,2400,2400,161.39555525779724,-247.95774692567835
14,2600,2600,175.68709659576416,-500.6752469158007
15,2800,2800,189.8656976222992,-244.8296696518237
16,3000,3000,204.21109056472778,-244.35423338536188
17,3200,3200,218.5034317970276,-611.13729847913
18,3400,3400,233.40042638778687,-238.6081586542256
19,3600,3600,247.66019225120544,-239.7437990988799
20,3800,3800,262.0166218280792,-242.05481604594203
21,4000,4000,277.3261511325836,-238.39505822449854
22,4200,4200,292.44406604766846,-239.72925074198298
23,4400,4400,306.9835534095764,-241.896313268191
24,4600,4600,321.7587900161743,-365.6561888598633
25,4800,4800,336.58879113197327,-239.77178379608435
26,5000,5000,351.59733486175537,-238.7342317741823
27,5200,5200,365.90635776519775,-240.70324444475156
28,5400,5400,380.6505198478699,-240.18322897961536
29,5600,5600,395.23036766052246,-241.4336622426503
30,5800,5800,409.7480490207672,-243.83529204472669
31,6000,6000,424.32616782188416,-368.52301520148137
