episode,step,env_step,total_time,episode_reward
1,0,0,0.13453936576843262,-1573.319738017077
2,200,200,10.423261404037476,-1174.199870295175
3,400,400,20.42313313484192,-1439.7032371913836
4,600,600,30.59543490409851,-1707.507412065262
5,800,800,40.68011474609375,-748.5164765547472
6,1000,1000,51.68890118598938,-1023.6566030489271
7,1200,1200,76.8597149848938,-244.91637444219103
8,1400,1400,87.30645751953125,-125.04571722485126
9,1600,1600,97.88172554969788,-1242.924804306896
10,1800,1800,108.80195164680481,-1088.39821499616
11,2000,2000,120.10896754264832,-865.0112901834667
12,2200,2200,145.42149662971497,-579.424610159013
13,2400,2400,156.1304473876953,-355.48196303360663
14,2600,2600,169.4696545600891,-246.61968861736676
15,2800,2800,182.74550557136536,-510.63422668568006
16,3000,3000,196.66354417800903,-373.7667587667778
17,3200,3200,224.27137875556946,-5.070465820300519
18,3400,3400,237.2530164718628,-489.0673331791448
19,3600,3600,249.68583631515503,-362.5496679084858
20,3800,3800,261.68929409980774,-365.82870780479
21,4000,4000,274.40659379959106,-125.57797296456381
22,4200,4200,301.07660007476807,-124.69367145838225
23,4400,4400,313.2671537399292,-127.22866542834844
24,4600,4600,326.0040912628174,-495.46767020247677
25,4800,4800,338.3615777492523,-363.12558880155717
26,5000,5000,350.7942740917206,-482.1889261279252
27,5200,5200,377.4653103351593,-124.92754022833434
28,5400,5400,389.20465993881226,-131.20885777333814
29,5600,5600,401.6889839172363,-631.6376411971712
30,5800,5800,414.354692697525,-132.89006191112694
31,6000,6000,426.7097864151001,-127.93030137952717
32,6200,6200,455.91106057167053,-362.494015437999
33,6400,6400,468.47912669181824,-357.85299781464573
34,6600,6600,481.5934293270111,-351.92537877148334
35,6800,6800,494.2783408164978,-253.10091544931532
36,7000,7000,507.8588626384735,-616.1346845613524
37,7200,7200,534.2761759757996,-657.2507145787037
38,7400,7400,545.9810092449188,-127.86588129420494
39,7600,7600,558.2391941547394,-614.504234910832
40,7800,7800,570.8288497924805,-244.78585215040403
41,8000,8000,583.2561283111572,-238.80357301976966
42,8200,8200,609.8713448047638,-491.5921917554898
43,8400,8400,621.6479439735413,-129.87983627448617
44,8600,8600,634.5476098060608,-373.65569471020837
45,8800,8800,647.024272441864,-128.62471051985673
46,9000,9000,659.4635515213013,-245.68019667583772
47,9200,9200,688.6403117179871,-356.57819050053604
48,9400,9400,701.6486284732819,-498.7200659317276
49,9600,9600,714.9368498325348,-366.8596934493433
50,9800,9800,728.8606562614441,-370.1131727086391
51,10000,10000,741.7311642169952,-131.50557622367296
