episode,step,env_step,total_time,episode_reward
1,0,0,0.1677548885345459,-1301.5945045396602
2,200,200,11.041964054107666,-1452.360970352547
3,400,400,22.053427696228027,-1080.6975344487905
4,600,600,33.84796595573425,-1189.8024686826486
5,800,800,47.15614581108093,-1369.691627543431
6,1000,1000,62.5278856754303,-772.4994576596685
7,1200,1200,78.71371030807495,-492.8149353550756
8,1400,1400,95.38298487663269,-379.3420640566286
9,1600,1600,112.17317318916321,-120.66303991842808
10,1800,1800,128.73202395439148,-958.6919086449657
11,2000,2000,144.95793843269348,-0.8186649379550541
12,2200,2200,160.3744146823883,-373.995619261397
13,2400,2400,174.5175805091858,-504.3949105377075
14,2600,2600,187.25800585746765,-121.23168097554205
15,2800,2800,199.7231285572052,-598.703127384253
16,3000,3000,212.69764351844788,-591.7607937721366
17,3200,3200,225.605975151062,-124.39946480505611
18,3400,3400,238.54405403137207,-509.5246823166405
19,3600,3600,251.3766541481018,-238.21012582588273
20,3800,3800,264.06795048713684,-240.71464454837752
21,4000,4000,276.97453117370605,-361.8792486395241
22,4200,4200,289.54023480415344,-239.1837009236397
23,4400,4400,302.1858811378479,-122.37510710485304
24,4600,4600,315.04885482788086,-126.97558386132656
25,4800,4800,328.40781140327454,-599.0494993471372
26,5000,5000,341.9947066307068,-244.84188195193653
27,5200,5200,355.5401294231415,-502.14681827222785
28,5400,5400,369.5078468322754,-369.20897633586395
29,5600,5600,383.25027322769165,-1731.799935354
30,5800,5800,397.325071811676,-365.7534163890251
31,6000,6000,411.6078176498413,-362.5340446920635
