episode,step,env_step,total_time,episode_reward
1,0,0,0.26208019256591797,-1308.2540935586576
2,200,200,13.115446090698242,-1271.4513619932163
3,400,400,26.440108060836792,-851.69189709543
4,600,600,43.054986238479614,-1295.1543523462037
5,800,800,59.60966372489929,-1029.9321873293484
6,1000,1000,75.73514556884766,-377.4725470059414
7,1200,1200,104.16738152503967,-941.4432414026961
8,1400,1400,119.24787282943726,-248.98656245060928
9,1600,1600,137.6473298072815,-243.48385264694195
10,1800,1800,155.44411206245422,-242.17413386163085
11,2000,2000,173.4749095439911,-369.8051992150235
12,2200,2200,203.7795479297638,-244.71224890563772
13,2400,2400,222.3783392906189,-371.1115361309093
14,2600,2600,240.1607789993286,-245.04626292727875
15,2800,2800,257.4304151535034,-243.1957647182533
16,3000,3000,277.3108947277069,-362.82863580735085
17,3200,3200,306.9947142601013,-1056.7588014639027
18,3400,3400,324.8356614112854,-188.2733934586028
19,3600,3600,344.595219373703,-199.57532129148066
20,3800,3800,361.62467432022095,-205.01350510977386
21,4000,4000,380.41085743904114,-206.92780827290264
22,4200,4200,409.9760754108429,-201.68096081542407
23,4400,4400,427.7735013961792,-187.95255900661843
24,4600,4600,446.37396717071533,-177.38961653613129
25,4800,4800,462.3400273323059,-173.08474410685068
26,5000,5000,482.3624835014343,-158.78876108687868
27,5200,5200,512.372401714325,-162.17738578666737
28,5400,5400,530.2122504711151,-162.0492807054729
29,5600,5600,549.5689444541931,-149.04294690151343
30,5800,5800,567.7853693962097,-146.27072153592948
31,6000,6000,583.7525913715363,-146.74254997495504
