episode,step,env_step,total_time,episode_reward
1,0,0,0.25245213508605957,-43.12916791249211
2,50,50,0.2923769950866699,-50.00373283399832
3,100,100,0.3141789436340332,-46.07571338622761
4,150,150,0.3429865837097168,-43.29456218536353
5,200,200,18.902854919433594,-81.65813826095648
6,250,250,27.517529726028442,-39.606888599955056
7,300,300,35.825135469436646,-25.273102003153777
8,350,350,45.22555756568909,-19.51118861148433
9,400,400,55.03135943412781,-17.476980888122284
10,450,450,64.9276967048645,-12.15655776054571
11,500,500,75.47247743606567,-10.044531130465316
12,550,550,86.06951808929443,-10.008241770132269
13,600,600,96.26113772392273,-9.942060205892647
14,650,650,106.83078122138977,-12.02850325639746
15,700,700,117.364182472229,-12.167832634430905
16,750,750,127.88799858093262,-12.014132231737003
17,800,800,138.23872661590576,-9.174490117806764
18,850,850,148.52777886390686,-11.419759018363802
19,900,900,158.98956823349,-8.271323194756729
20,950,950,169.38606929779053,-8.650989617805532
21,1000,1000,179.85057663917542,-8.821285174421051
