episode,step,env_step,total_time,episode_reward
1,0,0,0.2707359790802002,-72.13601735453092
2,100,100,0.3328056335449219,-69.22335337364804
3,200,200,0.3876023292541504,-82.33018750532376
4,300,300,0.44290709495544434,-83.84240829488296
5,400,400,44.31159281730652,-127.0737942692498
6,500,500,66.78163266181946,-104.26530171272529
7,600,600,91.64259147644043,-73.69358968047862
8,700,700,115.62759375572205,-62.00447468222803
9,800,800,139.77906918525696,-65.68043635912166
10,900,900,164.24520993232727,-50.21564802146564
11,1000,1000,187.70914936065674,-53.65004169586506
12,1100,1100,210.79431986808777,-50.64393075431123
13,1200,1200,233.2832190990448,-50.707036694569446
14,1300,1300,255.94390511512756,-44.38667504470867
15,1400,1400,278.40553522109985,-41.87699356066316
16,1500,1500,300.8104703426361,-43.55904232398004
17,1600,1600,323.6438639163971,-41.88434036723954
18,1700,1700,346.71516251564026,-41.21467457221095
19,1800,1800,371.28418159484863,-43.250858546953324
20,1900,1900,395.15199875831604,-38.2068492935338
21,2000,2000,419.9246754646301,-40.460291324343814
22,2100,2100,443.683393239975,-40.21254440122087
23,2200,2200,466.68554949760437,-36.1533405724803
24,2300,2300,489.8916504383087,-37.14669993762888
25,2400,2400,513.1097173690796,-34.921065933958516
26,2500,2500,536.3178763389587,-37.27176513877029
27,2600,2600,560.2980344295502,-36.56616377808794
28,2700,2700,585.3909137248993,-35.67463655018408
29,2800,2800,610.5957028865814,-35.881742133923645
30,2900,2900,634.1466310024261,-44.93109951135096
31,3000,3000,657.8453683853149,-36.31656947358937
