episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.2516927719116211,-72.13601735453092,256
2,100,100,0.30809783935546875,-69.22335337364804,256
3,200,200,0.35822153091430664,-82.33018750532376,256
4,300,300,0.40694594383239746,-83.84240829488296,256
5,400,400,0.45772433280944824,-78.36757906111622,256
6,500,500,0.507340669631958,-68.25993585102876,256
7,600,600,0.5523960590362549,-72.36177017958795,256
8,700,700,0.6011736392974854,-71.83379939561364,256
9,800,800,83.8312041759491,-126.60586764281253,52
10,900,900,101.87433981895447,-60.23809151968684,54
11,1000,1000,123.05887460708618,-57.687386821672966,52
12,1100,1100,143.52732944488525,-59.07143638545059,56
13,1200,1200,163.26769018173218,-56.26380884063194,56
14,1300,1300,183.5349268913269,-55.520224623516754,52
15,1400,1400,203.5031440258026,-43.741393324261445,52
16,1500,1500,223.039959192276,-57.22390975073704,52
17,1600,1600,241.99033284187317,-42.98293699426533,49
18,1700,1700,261.0713562965393,-44.3283341131178,47
19,1800,1800,280.43719506263733,-40.798067079757466,45
20,1900,1900,299.4420690536499,-46.48086800548041,48
21,2000,2000,318.6919963359833,-42.38279070494765,45
22,2100,2100,338.01400661468506,-39.09195832130798,46
23,2200,2200,357.22341561317444,-41.29496813359824,43
24,2300,2300,377.5761320590973,-35.217797103873586,43
25,2400,2400,398.9397156238556,-38.66143140411631,40
26,2500,2500,419.96293354034424,-39.22124146757968,38
27,2600,2600,441.2303874492645,-35.44834303896161,37
28,2700,2700,461.77263164520264,-38.46304258459695,40
29,2800,2800,482.2302396297455,-37.20068056665231,35
30,2900,2900,503.14027762413025,-35.396196964748,33
31,3000,3000,523.4445872306824,-35.079705511890054,32
