episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.5581045150756836,15.675951544261766,0
2,500,500,0.8189027309417725,-21.594137018998,0
3,1000,1000,1.0760223865509033,14.134411591039113,0
4,1500,1500,1.3556203842163086,-13.356562825872825,0
5,2000,2000,123.43854784965515,-9.194434896749414,1024
6,2500,2500,183.69866228103638,39.234124072645244,1024
7,3000,3000,243.77754259109497,29.082540803307058,1024
8,3500,3500,303.6609237194061,32.144279368404504,1024
9,4000,4000,364.47667622566223,31.322154832013677,1024
10,4500,4500,427.83970856666565,28.225204545642413,1024
11,5000,5000,489.2103021144867,14.593026679991606,1024
12,5500,5500,546.2380208969116,-5.954415002136577,1024
13,6000,6000,608.7142322063446,28.826570801468392,1024
14,6500,6500,671.8724749088287,26.679662007868966,1024
15,7000,7000,734.4290590286255,53.14159875707943,1024
16,7500,7500,791.2109520435333,32.28212170963193,1024
17,8000,8000,858.6885716915131,47.52806090556135,1024
18,8500,8500,922.6951122283936,35.02975495988937,1024
19,9000,9000,980.9105842113495,38.56810441202452,1024
20,9500,9500,1040.8961999416351,31.23247031120453,1024
21,10000,10000,1107.7585554122925,91.65650787859396,1024
22,10500,10500,1170.59898853302,29.052921259556886,1024
23,11000,11000,1228.5001549720764,110.61738670996787,1024
24,11500,11500,1288.7751059532166,43.00484374348406,1024
25,12000,12000,1359.6830751895905,27.519888446780037,1024
26,12500,12500,1422.5457870960236,11.06453748744659,1024
27,13000,13000,1484.386046886444,21.644574331717262,1024
28,13500,13500,1542.6108860969543,17.903095101341492,1024
29,14000,14000,1606.243069410324,3.8204794875705743,1024
30,14500,14500,1666.3314242362976,20.04185251417916,1024
31,15000,15000,1726.6109857559204,1.7781446400754115,1024
