episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.24968862533569336,-45.22800222952935,0
2,50,50,0.28278470039367676,-37.71765857129007,0
3,100,100,0.3064432144165039,-40.90184376704168,0
4,150,150,0.33133959770202637,-41.95173535136079,0
5,200,200,25.339925289154053,-113.71049393586352,0
6,250,250,33.14971399307251,-28.536239768849423,0
7,300,300,41.92889475822449,-25.177676356424385,0
8,350,350,49.39156699180603,-24.600956422454928,0
9,400,400,56.79147434234619,-15.537546090387607,0
10,450,450,64.25647139549255,-14.914107348943556,0
11,500,500,72.54539108276367,-12.380994606730807,0
12,550,550,79.92845106124878,-10.1573008636514,0
13,600,600,87.40856838226318,-8.828810838373006,0
14,650,650,94.84068608283997,-8.280201239051888,0
15,700,700,102.27290439605713,-8.083401790476962,0
16,750,750,110.61297488212585,-7.9231518286359535,0
17,800,800,118.01829051971436,-7.8432389166205665,0
18,850,850,125.44249176979065,-5.187925960005562,0
19,900,900,132.85707783699036,-7.827480171034906,0
20,950,950,141.243469953537,-8.28963330612448,0
21,1000,1000,148.9297912120819,-7.5708602531829765,0
