episode,step,env_step,total_time,episode_reward
1,0,0,0.2359774112701416,-45.22800222952935
2,50,50,0.28502345085144043,-37.71765857129007
3,100,100,0.32907605171203613,-40.90184376704168
4,150,150,0.35395073890686035,-41.95173535136079
5,200,200,18.169764280319214,-113.71049393586352
6,250,250,29.217418432235718,-23.6748879865781
7,300,300,41.3423912525177,-27.514939802314842
8,350,350,55.170745611190796,-15.48545365275192
9,400,400,68.63839387893677,-11.919524460462027
10,450,450,86.04472851753235,-14.48277885980693
11,500,500,100.79108095169067,-9.144531145010216
12,550,550,116.08495616912842,-8.13237438081551
13,600,600,130.06293654441833,-7.9150070666952175
14,650,650,144.64876580238342,-7.710516494563164
15,700,700,158.39975452423096,-8.021468049843348
16,750,750,172.39251327514648,-7.779253856369564
17,800,800,186.6356918811798,-8.55222297456667
18,850,850,200.0928497314453,-8.581533366459501
19,900,900,213.8885314464569,-8.489463674448638
20,950,950,227.2901828289032,-7.804657711469563
21,1000,1000,241.31017756462097,-7.957877098763392
