episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.2531592845916748,-45.22800222952935,256
2,50,50,0.2945122718811035,-37.71765857129007,256
3,100,100,0.3167276382446289,-40.90184376704168,256
4,150,150,0.34299182891845703,-41.95173535136079,256
5,200,200,230.25751566886902,-113.71049393586352,27
6,250,250,302.3273620605469,-24.906368542621472,27
7,300,300,366.26954650878906,-26.16274218834934,26
8,350,350,442.93010091781616,-24.386420907083092,22
9,400,400,509.8214693069458,-18.445261892336145,22
10,450,450,579.080676317215,-17.961065349695705,18
11,500,500,654.6552126407623,-12.234472181943737,23
12,550,550,734.42675948143,-10.482304810131845,20
13,600,600,812.1405603885651,-9.182972398945097,25
14,650,650,891.2582335472107,-7.243133849969618,23
15,700,700,971.1372408866882,-7.610325322913958,21
16,750,750,1049.0992035865784,-8.17126272220964,22
17,800,800,1128.3902838230133,-7.0139483596386025,17
18,850,850,1205.2056803703308,-5.879428298427478,23
19,900,900,1284.1836671829224,-6.17183311181149,21
20,950,950,1361.1597681045532,-9.136216194991889,15
21,1000,1000,1437.0232844352722,-5.862748232193784,19
