episode,step,env_step,total_time,episode_reward
1,0,0,0.29022884368896484,-41.253609332207816
2,50,50,0.3270843029022217,-42.22089687218791
3,100,100,0.3565938472747803,-37.072827252347544
4,150,150,0.387906551361084,-43.59793556224712
5,200,200,71.23605585098267,-85.64018822742854
6,250,250,111.9207284450531,-30.35236668461184
7,300,300,158.07019448280334,-22.76209257368766
8,350,350,210.46601676940918,-15.70058597409182
9,400,400,272.67225766181946,-10.832472983573842
10,450,450,342.72985315322876,-9.04939319881724
11,500,500,411.2125470638275,-7.081518819036873
12,550,550,477.84080839157104,-6.435553002810191
13,600,600,544.8041033744812,-6.391763679847226
14,650,650,610.9602324962616,-5.6978359227346465
15,700,700,676.3394303321838,-5.932790259799981
16,750,750,740.1824398040771,-7.287131753468233
17,800,800,804.9933965206146,-5.076913191313506
18,850,850,869.8000526428223,-6.544581959291954
19,900,900,935.9512357711792,-5.66128979666005
20,950,950,1000.4555897712708,-5.322187538058477
21,1000,1000,1067.288622379303,-6.757390059751563
