episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.5866436958312988,-171.6367885454046,0
2,500,500,0.9020729064941406,-220.1862180327097,0
3,1000,1000,1.1283962726593018,-235.78245510463677,0
4,1500,1500,1.35023832321167,-218.18723562790197,0
5,2000,2000,127.6923623085022,-487.9734731961328,1024
6,2500,2500,226.14152908325195,-49.45831024371546,1024
7,3000,3000,326.4504566192627,-225.20268008875888,1024
8,3500,3500,428.9284040927887,89.2942012945961,1024
9,4000,4000,530.8960750102997,29.293452599034303,1024
10,4500,4500,635.9527747631073,125.3520140320409,1024
11,5000,5000,739.2961072921753,194.12171578408532,1024
12,5500,5500,845.2723960876465,-322.17421755169175,1024
13,6000,6000,947.0858945846558,17.280814747902085,1024
14,6500,6500,1048.5867674350739,-119.62405831040928,1024
15,7000,7000,1151.989541053772,300.2639650863395,1024
16,7500,7500,1253.163017988205,80.09229104446985,1024
17,8000,8000,1356.2140502929688,380.9222094665938,1024
18,8500,8500,1458.0965051651,995.1625370048674,1024
19,9000,9000,1561.7161891460419,806.6327927372085,1024
20,9500,9500,1664.3461401462555,1097.2415211211928,1024
21,10000,10000,1766.2246751785278,888.9916311628047,1024
22,10500,10500,1868.2404778003693,1315.0856768263957,1024
23,11000,11000,1969.5781512260437,1146.7125516799622,1024
24,11500,11500,2072.3303360939026,1596.5608525313335,1024
25,12000,12000,2174.972400188446,1416.3586613174896,1024
26,12500,12500,2278.0416400432587,1190.8816196933428,1024
27,13000,13000,2385.187110185623,1452.6270024751905,1024
28,13500,13500,2489.07551074028,1303.7641826959025,1024
29,14000,14000,2591.032938480377,663.5945405430417,1024
30,14500,14500,2693.137853384018,1406.8897705603113,1024
31,15000,15000,2800.771000146866,1711.0596406483967,1024
