episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.49931979179382324,-171.6367885454046,0
2,500,500,0.7659652233123779,-220.1862180327097,0
3,1000,1000,1.0348873138427734,-235.78245510463677,0
4,1500,1500,1.3434350490570068,-218.18723562790197,0
5,2000,2000,127.28217959403992,-487.9734731961328,1024
6,2500,2500,194.17581868171692,-230.09024292988744,1024
7,3000,3000,263.4796054363251,150.02039350782854,1024
8,3500,3500,338.26934337615967,166.4473492311439,1024
9,4000,4000,410.2133285999298,177.56894148460952,1024
10,4500,4500,482.73782563209534,120.91803695884141,1024
11,5000,5000,554.9110023975372,193.575896243233,1024
12,5500,5500,627.7970931529999,347.55988679397956,1024
13,6000,6000,700.9753303527832,458.36138672917866,1024
14,6500,6500,774.4030258655548,598.1951856465241,1024
15,7000,7000,848.6320281028748,909.4811187514348,1024
16,7500,7500,920.0774726867676,915.6778375890325,1024
17,8000,8000,994.8621168136597,755.0480308108714,1024
18,8500,8500,1068.3225753307343,1166.5318300862498,1024
19,9000,9000,1140.5856897830963,1099.5094336898462,1024
20,9500,9500,1214.1133217811584,1553.1635065397427,1024
21,10000,10000,1287.7809376716614,1506.3848157119075,1024
22,10500,10500,1360.2814538478851,1652.1916352954554,1024
23,11000,11000,1432.5003702640533,1187.1763009687127,1024
24,11500,11500,1504.5552716255188,1690.8711890337931,1024
25,12000,12000,1577.9319531917572,1660.5438209649647,1024
26,12500,12500,1650.308914422989,1472.9713525529,1024
27,13000,13000,1727.3811993598938,1787.0399551863704,1024
28,13500,13500,1800.8512654304504,769.2054328424666,1024
29,14000,14000,1873.2000494003296,2022.8017538427027,1024
30,14500,14500,1949.9766657352448,2054.2521021925672,1024
31,15000,15000,2024.6496770381927,2142.361400675371,1024
