episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.520395040512085,-264.3887080602565,0
2,500,500,0.8060708045959473,-273.63014234250977,0
3,1000,1000,1.0598180294036865,-249.44254672605166,0
4,1500,1500,1.3095486164093018,-271.3876652153693,0
5,2000,2000,137.09477257728577,-490.29271486450494,1024
6,2500,2500,231.70266795158386,48.24814061798767,1024
7,3000,3000,333.34302043914795,-245.29565590221867,1024
8,3500,3500,434.9565134048462,-470.7873356510966,1024
9,4000,4000,540.4596085548401,-186.32234855339811,1024
10,4500,4500,642.1895246505737,-473.8731515465737,1024
11,5000,5000,743.1418402194977,-62.43828184166675,1024
12,5500,5500,845.3276100158691,-13.540976657977488,1024
13,6000,6000,946.208781003952,-230.597573246857,1024
14,6500,6500,1052.9440639019012,-416.4199943012096,1024
15,7000,7000,1155.1366174221039,-117.48184414271219,1024
16,7500,7500,1256.4845221042633,86.70274936009596,1024
17,8000,8000,1360.7362728118896,-333.6759510770999,1024
18,8500,8500,1462.872688293457,100.1493011335755,1024
19,9000,9000,1564.330697774887,-349.93246718195746,1024
20,9500,9500,1666.4643185138702,-350.7231442880632,1024
21,10000,10000,1768.8408014774323,318.3016921404564,1024
22,10500,10500,1871.3746857643127,-360.8106814524636,1024
23,11000,11000,1973.9994134902954,203.87962575634498,1024
24,11500,11500,2076.0151250362396,289.2024413862657,1024
25,12000,12000,2181.613181591034,191.11530402240746,1024
26,12500,12500,2286.049810409546,-239.11313036215657,1024
27,13000,13000,2387.578505039215,-507.1817056370694,1024
28,13500,13500,2492.8051924705505,-281.9959505012247,1024
29,14000,14000,2595.0480110645294,-371.78293700154165,1024
30,14500,14500,2701.0309007167816,-406.093122562447,1024
31,15000,15000,2804.4097487926483,-94.86049413091521,1024
