episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.5686275959014893,-281.4190034261501,0
2,500,500,0.8847527503967285,-239.55718007248723,0
3,1000,1000,1.1983165740966797,-245.4121443305636,0
4,1500,1500,1.4919657707214355,-292.4946707184049,0
5,2000,2000,131.485356092453,-519.0247652405551,1024
6,2500,2500,229.66784358024597,-250.39347679078784,1024
7,3000,3000,331.68433833122253,-159.71036076637697,1024
8,3500,3500,433.6234302520752,-72.05827611184321,1024
9,4000,4000,538.2358424663544,-254.04862771589606,1024
10,4500,4500,640.479190826416,-44.245148726231896,1024
11,5000,5000,745.0557701587677,-141.70814066575073,1024
12,5500,5500,847.9462242126465,-159.5322528120227,1024
13,6000,6000,950.051540851593,-13.624823333069742,1024
14,6500,6500,1053.5869467258453,123.61234259866885,1024
15,7000,7000,1155.2956068515778,111.63138519449475,1024
16,7500,7500,1259.0693681240082,-253.18605447493266,1024
17,8000,8000,1361.6359198093414,142.76757567574475,1024
18,8500,8500,1467.0181910991669,250.06117732110414,1024
19,9000,9000,1567.97460603714,521.405742799269,1024
20,9500,9500,1670.3031883239746,499.3428264363763,1024
21,10000,10000,1774.6618506908417,771.71889670851,1024
22,10500,10500,1876.5841979980469,128.73044165542817,1024
23,11000,11000,1981.7246887683868,611.3897236224727,1024
24,11500,11500,2086.334332227707,938.678546221668,1024
25,12000,12000,2190.9003686904907,1077.9592582711225,1024
26,12500,12500,2295.561313867569,1274.947933422932,1024
27,13000,13000,2401.392852783203,1253.1155362928175,1024
28,13500,13500,2504.5065784454346,2001.691242237001,1024
29,14000,14000,2606.7856075763702,1555.7834273176384,1024
30,14500,14500,2713.719018936157,1094.0771010785977,1024
31,15000,15000,2816.0272088050842,1245.205513979401,1024
