episode,step,env_step,total_time,episode_reward
1,0,0,0.12156081199645996,-1332.2901395301417
2,200,200,14.199143886566162,-1562.4500121086412
3,400,400,29.105567932128906,-1315.4853538700702
4,600,600,45.69644737243652,-1318.794449021194
5,800,800,61.79480338096619,-1129.8048294469756
6,1000,1000,80.68882250785828,-624.499944718374
7,1200,1200,98.99931335449219,-364.5751641849564
8,1400,1400,116.43176889419556,-358.1361452113195
9,1600,1600,135.86536574363708,-355.50828234014176
10,1800,1800,154.9531753063202,-356.09740720493795
11,2000,2000,175.31529664993286,-360.5265489690699
12,2200,2200,195.1114628314972,-483.36910905430443
13,2400,2400,215.2212450504303,-362.4287004967024
14,2600,2600,237.75547790527344,-363.81386165577226
15,2800,2800,259.7183156013489,-361.1377218741138
16,3000,3000,281.3603551387787,-359.81062018997494
17,3200,3200,302.6866331100464,-359.0252048158084
18,3400,3400,323.74996185302734,-358.52259354784576
19,3600,3600,346.1106469631195,-356.3729536847427
20,3800,3800,367.2309696674347,-355.5582427542955
21,4000,4000,388.2065727710724,-355.9812216584374
22,4200,4200,408.139967918396,-354.34737939834065
23,4400,4400,427.9386336803436,-355.4135893878414
24,4600,4600,448.04129099845886,-355.51542237923854
25,4800,4800,470.62683272361755,-354.1405244768503
26,5000,5000,492.38923263549805,-354.2299872067511
27,5200,5200,513.799218416214,-353.6191210872693
28,5400,5400,535.9175052642822,-351.73404266871455
29,5600,5600,559.4887180328369,-352.19723475106815
30,5800,5800,583.2044191360474,-353.03451974953913
31,6000,6000,603.7418081760406,-352.78412123661127
