episode,step,env_step,total_time,episode_reward
1,0,0,0.11745476722717285,-1067.4031955416337
2,200,200,10.361774444580078,-1380.6576810274855
3,400,400,21.40289855003357,-1362.4517503393406
4,600,600,34.16010665893555,-1413.1802525300948
5,800,800,46.95163369178772,-1224.5777428876704
6,1000,1000,59.56274914741516,-1113.4318543723073
7,1200,1200,72.19607138633728,-356.0714648072354
8,1400,1400,85.4935200214386,-498.0503608230478
9,1600,1600,99.18327736854553,-1038.1723326584665
10,1800,1800,112.06976747512817,-687.6402928214497
11,2000,2000,124.91855764389038,-706.9442858031645
12,2200,2200,137.89191508293152,-123.72208588698905
13,2400,2400,150.94473814964294,-353.3452933583051
14,2600,2600,163.52186179161072,-126.18095192775206
15,2800,2800,175.87885189056396,-859.0743889519312
16,3000,3000,188.1817169189453,-489.4084963632784
17,3200,3200,200.6930136680603,-125.86105217854296
18,3400,3400,213.37170577049255,-381.9835074667016
19,3600,3600,225.99400234222412,-125.8791948692733
20,3800,3800,238.75669741630554,-369.0570716280475
21,4000,4000,251.67430806159973,-130.75178715704894
22,4200,4200,265.67554450035095,-5.697765640126832
23,4400,4400,279.4559967517853,-482.29006461426957
24,4600,4600,293.071848154068,-127.95232773234325
25,4800,4800,306.0118327140808,-503.5889748376478
26,5000,5000,319.4437487125397,-123.36699456479651
27,5200,5200,332.99953532218933,-241.9973238762591
28,5400,5400,345.82751178741455,-493.48493334889304
29,5600,5600,358.7699816226959,-604.8928782428782
30,5800,5800,371.4246506690979,-4.292663851289243
31,6000,6000,384.1371376514435,-531.2913091300314
