episode,step,env_step,total_time,episode_reward
1,0,0,0.1269364356994629,-1067.4031955416337
2,200,200,15.379767417907715,-993.9232582887358
3,400,400,34.57617473602295,-1472.4662678884872
4,600,600,55.55732750892639,-1232.0513211816592
5,800,800,74.00636959075928,-1095.6203979522802
6,1000,1000,91.95465755462646,-750.1017669590171
7,1200,1200,111.6534481048584,-126.55231034401712
8,1400,1400,131.019690990448,-125.68478168619436
9,1600,1600,150.78053998947144,-127.35353655507632
10,1800,1800,170.56470131874084,-128.39343287692458
11,2000,2000,192.51455402374268,-383.34354096657154
12,2200,2200,214.88607811927795,-255.293744681766
13,2400,2400,236.5059118270874,-379.6636009294067
14,2600,2600,257.09083247184753,-380.7161762273313
15,2800,2800,277.21011090278625,-129.8111765629732
16,3000,3000,297.04840993881226,-270.12745186006566
17,3200,3200,316.977427482605,-130.51185573361863
18,3400,3400,337.00128626823425,-130.02089466844345
19,3600,3600,358.5623595714569,-129.98120342664419
20,3800,3800,381.5286455154419,-129.75375935561337
21,4000,4000,403.07156777381897,-129.22648323872855
22,4200,4200,424.86965012550354,-130.2042003222573
23,4400,4400,447.2509741783142,-129.83181484208154
24,4600,4600,469.0584166049957,-130.8455402807112
25,4800,4800,490.3643915653229,-129.5454970486256
26,5000,5000,510.47339940071106,-254.6219934378746
27,5200,5200,530.487489938736,-130.8715509202613
28,5400,5400,550.6801500320435,-254.9816774095799
29,5600,5600,570.7031540870667,-365.36403601677074
30,5800,5800,591.7963609695435,-255.18385830485678
31,6000,6000,612.9952132701874,-380.75128623349264
