episode,step,env_step,total_time,episode_reward
1,0,0,0.11019396781921387,-1332.2901395301417
2,200,200,12.099394798278809,-1562.4500121086412
3,400,400,24.163930892944336,-1316.7856594137693
4,600,600,36.43124175071716,-1423.9332427298457
5,800,800,48.431827545166016,-1151.266683481801
6,1000,1000,61.08781313896179,-1163.7638274019475
7,1200,1200,88.87884187698364,-1158.2063492867678
8,1400,1400,101.30295014381409,-705.056196770944
9,1600,1600,117.87327885627747,-357.72389614361595
10,1800,1800,136.05794477462769,-354.45114790424407
11,2000,2000,156.79200053215027,-356.05754471481737
12,2200,2200,184.238112449646,-355.1827298854094
13,2400,2400,198.02024364471436,-364.1181664019006
14,2600,2600,216.22415614128113,-487.4106316713404
15,2800,2800,232.83804273605347,-703.7228776749184
16,3000,3000,249.52762269973755,-362.9760954028762
17,3200,3200,277.187979221344,-361.82492917773754
18,3400,3400,291.13947558403015,-357.3107344580801
19,3600,3600,310.17750811576843,-355.82697116709215
20,3800,3800,328.54507064819336,-356.9827761583924
21,4000,4000,348.2163245677948,-353.8827052955847
22,4200,4200,375.8016948699951,-356.040828654703
23,4400,4400,389.77384996414185,-356.49947247799884
24,4600,4600,409.59113335609436,-356.3468823513546
25,4800,4800,433.26093912124634,-357.86511823078956
26,5000,5000,453.2933030128479,-354.320827345895
27,5200,5200,480.8292772769928,-358.27347304811263
28,5400,5400,493.36677503585815,-353.81769204792545
29,5600,5600,509.51395559310913,-357.0371938176209
30,5800,5800,524.6982204914093,-356.1341198015307
31,6000,6000,542.0655448436737,-356.3960712935344
