episode,step,env_step,total_time,episode_reward
1,0,0,0.11824560165405273,-1332.2901395301417
2,200,200,11.744811534881592,-1562.4500121086412
3,400,400,23.43298029899597,-1315.2216520968004
4,600,600,35.609119176864624,-1369.884255303041
5,800,800,47.52468180656433,-1163.5481526300366
6,1000,1000,59.477009534835815,-1143.262263690305
7,1200,1200,72.09200954437256,-365.12251110015944
8,1400,1400,83.92469763755798,-359.93517936348013
9,1600,1600,98.01660251617432,-356.15443222536123
10,1800,1800,111.89447617530823,-354.4824775447685
11,2000,2000,125.00016641616821,-362.8535694202446
12,2200,2200,138.1501739025116,-362.7850414704248
13,2400,2400,152.8524134159088,-488.9559404791516
14,2600,2600,167.71181917190552,-487.69467980718343
15,2800,2800,182.03636240959167,-481.58439249460133
16,3000,3000,195.77618408203125,-487.2181667030294
17,3200,3200,209.92505168914795,-355.34341896996074
18,3400,3400,223.98345518112183,-358.40267818419153
19,3600,3600,238.1499309539795,-360.85116418914214
20,3800,3800,252.46796488761902,-353.7729317000664
21,4000,4000,266.91521191596985,-352.36608197948647
22,4200,4200,281.0131151676178,-352.93381164278037
23,4400,4400,295.1689250469208,-356.67779026020344
24,4600,4600,309.8926029205322,-353.9364852981109
25,4800,4800,325.08274364471436,-355.5512677944998
26,5000,5000,339.6388564109802,-353.66789983255075
27,5200,5200,354.49053025245667,-352.85952508861
28,5400,5400,369.665381193161,-352.3453119194078
29,5600,5600,384.69647002220154,-353.0799424270085
30,5800,5800,399.1532578468323,-353.81034078087623
31,6000,6000,413.09169912338257,-353.4801225043188
