episode,step,env_step,total_time,episode_reward
1,0,0,0.10992908477783203,-1301.5945045396602
2,200,200,10.079519033432007,-1452.360970352547
3,400,400,20.45684552192688,-973.1827193307039
4,600,600,30.817433834075928,-842.936536569247
5,800,800,41.368027210235596,-859.3141982233522
6,1000,1000,51.991525650024414,-248.49000456476
7,1200,1200,76.70200657844543,-241.68792347498353
8,1400,1400,86.54853463172913,-124.93551710448736
9,1600,1600,96.76439189910889,-121.56835084037468
10,1800,1800,107.35247755050659,-241.02069743993374
11,2000,2000,118.49479913711548,-0.583277106419367
12,2200,2200,143.66365456581116,-367.8782651306085
13,2400,2400,156.08460879325867,-478.8049187232689
14,2600,2600,168.89022946357727,-121.26940523834091
15,2800,2800,180.44400644302368,-602.3188048829821
16,3000,3000,192.30693864822388,-598.0327550240141
17,3200,3200,218.86184191703796,-124.43258765241903
18,3400,3400,232.1567726135254,-502.25840536411715
19,3600,3600,244.1153314113617,-239.5174035951266
20,3800,3800,255.93580961227417,-241.05929440872455
21,4000,4000,268.3730664253235,-484.376150886374
22,4200,4200,294.9111909866333,-237.3867380912866
23,4400,4400,306.48290634155273,-121.8573238966223
24,4600,4600,318.5826542377472,-125.48149428100076
25,4800,4800,330.74897933006287,-606.3944322622186
26,5000,5000,342.8835713863373,-242.09733326955836
27,5200,5200,369.1933946609497,-497.3218767805471
28,5400,5400,382.5438241958618,-367.44848468928325
29,5600,5600,397.33190274238586,-475.10652598298526
30,5800,5800,411.0477292537689,-476.8340759445325
31,6000,6000,423.32939171791077,-372.6404721578577
32,6200,6200,450.99378657341003,-242.1395211075909
33,6400,6400,462.77652072906494,-126.08234675272931
34,6600,6600,475.1611499786377,-127.10299965624564
35,6800,6800,487.61472845077515,-588.8186793984896
36,7000,7000,499.90687441825867,-127.94094070495511
37,7200,7200,526.7496888637543,-124.13779017309948
38,7400,7400,538.2642025947571,-366.86817623958314
39,7600,7600,550.4262421131134,-248.18696709285047
40,7800,7800,562.591228723526,-129.79232106196883
41,8000,8000,574.940349817276,-242.41580948902714
42,8200,8200,601.8976857662201,-367.7638764843402
43,8400,8400,614.8890492916107,-361.2434609210347
44,8600,8600,628.4147777557373,-491.09206589053696
45,8800,8800,642.9897046089172,-130.84334163971084
46,9000,9000,656.4433081150055,-129.16687299032682
47,9200,9200,683.4554965496063,-128.09974718125184
48,9400,9400,695.2065954208374,-245.28753226041417
49,9600,9600,707.605001449585,-485.63739560008395
50,9800,9800,720.0205199718475,-128.0551799420219
51,10000,10000,732.4475951194763,-381.11475960627473
