episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.48296594619750977,15.675951544261766,0
2,500,500,0.7652835845947266,-21.594137018998,0
3,1000,1000,1.0180964469909668,14.134411591039113,0
4,1500,1500,1.2741789817810059,-13.356562825872825,0
5,2000,2000,114.34784293174744,-9.194434896749414,256
6,2500,2500,175.59359693527222,40.758330224373864,256
7,3000,3000,231.03477454185486,2.151245640590881,256
8,3500,3500,283.8416700363159,26.394315713624685,256
9,4000,4000,338.0426342487335,44.85259318598722,256
10,4500,4500,394.78602290153503,27.83511208676906,256
11,5000,5000,451.01967787742615,36.35159012086894,256
12,5500,5500,503.05421257019043,37.40339644531323,256
13,6000,6000,555.3525810241699,21.164227062378576,256
14,6500,6500,608.098415851593,-2.6836594619509313,256
15,7000,7000,666.9225680828094,2.2757557655751786,256
16,7500,7500,721.0894012451172,7.59837302512901,256
17,8000,8000,772.9571273326874,7.18464775461025,256
18,8500,8500,826.106862783432,12.13116183485677,256
19,9000,9000,885.4267733097076,18.98173421258112,256
20,9500,9500,940.3553891181946,48.60993870597239,256
21,10000,10000,994.835699558258,18.065975993080798,256
22,10500,10500,1048.522467136383,35.770215038472415,256
23,11000,11000,1102.1851208209991,28.520403421102053,256
24,11500,11500,1156.6895518302917,20.302879708817944,256
25,12000,12000,1209.9208681583405,37.03353782286238,256
26,12500,12500,1263.01531124115,40.914327905775245,256
27,13000,13000,1320.8685677051544,22.28094548854593,256
28,13500,13500,1377.6906206607819,34.49316723905598,256
29,14000,14000,1434.4436619281769,37.584995187233,256
30,14500,14500,1490.0490989685059,54.11763043232765,256
31,15000,15000,1545.7791674137115,30.264890518530187,256
