episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.5180647373199463,13.958584308834704,0
2,500,500,0.787074089050293,-17.861762105182727,0
3,1000,1000,1.044013500213623,3.376023576616719,0
4,1500,1500,1.2987415790557861,-19.770061813104327,0
5,2000,2000,117.19561076164246,-24.842737476291667,256
6,2500,2500,176.10627961158752,18.583735511133398,256
7,3000,3000,234.5030963420868,21.99378476721594,256
8,3500,3500,287.49603176116943,29.124891588466724,256
9,4000,4000,341.43515491485596,18.018925523290367,256
10,4500,4500,397.9589293003082,29.11815284739345,256
11,5000,5000,454.3367831707001,9.689275010704192,256
12,5500,5500,512.4888341426849,23.39516819759128,256
13,6000,6000,566.5290458202362,17.244573406722186,256
14,6500,6500,620.1559262275696,-4.0066204230076075,256
15,7000,7000,682.6822259426117,49.385653225929616,256
16,7500,7500,740.7570250034332,76.44859057429487,256
17,8000,8000,794.9974679946899,25.02841721272184,256
18,8500,8500,848.572595834732,41.20056860978515,256
19,9000,9000,905.8884048461914,52.49134781043351,256
20,9500,9500,963.8295164108276,42.37320734486336,256
21,10000,10000,1017.5163769721985,40.8841495076034,256
22,10500,10500,1071.2426726818085,68.79386677849192,256
23,11000,11000,1131.0703539848328,58.514187928225994,256
24,11500,11500,1186.5711088180542,42.983307830366336,256
25,12000,12000,1241.581279039383,44.938510946894276,256
26,12500,12500,1294.7041664123535,65.83881319590942,256
27,13000,13000,1351.5015661716461,89.95182493442834,256
28,13500,13500,1406.1580848693848,58.672442874990004,256
29,14000,14000,1463.2148580551147,125.7973296657292,256
30,14500,14500,1517.7466173171997,49.45305938493743,256
31,15000,15000,1573.0546152591705,43.96639400023851,256
