episode,step,env_step,total_time,episode_reward
1,0,0,0.11198639869689941,-1055.332886734798
2,200,200,19.485965251922607,-1352.5152695850863
3,400,400,49.52167820930481,-1761.387879372751
4,600,600,78.79945921897888,-1468.3400208884739
5,800,800,107.66689014434814,-1364.1152685231593
6,1000,1000,136.6983358860016,-1268.5854215081379
7,1200,1200,167.11781430244446,-1284.0235385502765
8,1400,1400,197.3594331741333,-880.3593912046293
9,1600,1600,227.75382375717163,-1252.8772868795704
10,1800,1800,258.8743200302124,-743.644652737467
11,2000,2000,290.08675718307495,-862.5167862005019
12,2200,2200,320.32044672966003,-381.9514794325976
13,2400,2400,349.50841307640076,-627.042313220399
14,2600,2600,378.5757279396057,-5.133314037700587
15,2800,2800,409.68969678878784,-383.7295776029242
16,3000,3000,440.30901861190796,-130.51440404927683
17,3200,3200,471.04975152015686,-240.35493561358922
18,3400,3400,502.31796646118164,-848.3384004188457
19,3600,3600,533.9012241363525,-239.43046252327375
20,3800,3800,564.1838626861572,-124.00756491859528
21,4000,4000,594.5721161365509,-243.65359908499897
22,4200,4200,626.1706836223602,-126.12403036854393
23,4400,4400,659.296089887619,-127.11635633066237
24,4600,4600,690.8891685009003,-124.01999382714823
25,4800,4800,722.8480906486511,-2.653385246562729
26,5000,5000,755.8358609676361,-127.88260900059726
27,5200,5200,790.0614550113678,-130.27654638619285
28,5400,5400,823.6446061134338,-353.288079375006
29,5600,5600,861.3831219673157,-366.6612334671972
30,5800,5800,908.848730802536,-477.04574570212935
31,6000,6000,951.5304086208344,-127.59576183156442
32,6200,6200,997.2359759807587,-537.4911762375341
33,6400,6400,1045.1751165390015,-1731.5731846605604
34,6600,6600,1095.1669218540192,-748.8707253066268
35,6800,6800,1150.889714717865,-241.46339612783402
36,7000,7000,1206.9995050430298,-469.97883167283004
37,7200,7200,1263.1230471134186,-128.54951470557648
38,7400,7400,1320.1008143424988,-124.472010441934
39,7600,7600,1377.5467338562012,-125.51979381329326
