episode,step,env_step,total_time,episode_reward
1,0,0,0.12542438507080078,-1332.2901395301417
2,200,200,15.607077598571777,-1594.4751335531275
3,400,400,33.739728689193726,-1240.030245266801
4,600,600,51.647929191589355,-1340.862814087938
5,800,800,69.2613639831543,-1032.0872391515486
6,1000,1000,87.09069061279297,-1326.869645880721
7,1200,1200,104.71481108665466,-618.3128279167263
8,1400,1400,122.40504288673401,-487.9879334480637
9,1600,1600,140.12414050102234,-249.24879367122276
10,1800,1800,157.53082919120789,-628.5198576153084
11,2000,2000,175.1306872367859,-534.7031170537716
12,2200,2200,192.8148057460785,-378.2548925982141
13,2400,2400,209.882093667984,-240.07354592814258
14,2600,2600,227.40315675735474,-126.19885417699903
15,2800,2800,245.73776721954346,-255.39517062911054
16,3000,3000,263.80414509773254,-472.4837611614394
17,3200,3200,281.6035706996918,-368.33257028210596
18,3400,3400,299.35310339927673,-1360.0166081321963
19,3600,3600,317.11039900779724,-1168.17968742753
20,3800,3800,335.06585478782654,-0.5245719109786459
21,4000,4000,352.83634185791016,-0.9938651516390589
22,4200,4200,370.5613646507263,-1802.3313163983105
23,4400,4400,388.0052444934845,-126.04982908822723
24,4600,4600,405.52875089645386,-1683.9280527796611
25,4800,4800,422.7650306224823,-1664.0080801029605
26,5000,5000,439.9675443172455,-1486.1737716148373
27,5200,5200,457.1020929813385,-124.63427841943968
28,5400,5400,475.19462752342224,-1698.2948654270233
29,5600,5600,493.54221653938293,-122.38875467831205
30,5800,5800,511.3459987640381,-1265.5686895835609
31,6000,6000,528.9253053665161,-235.98585652459982
32,6200,6200,546.6660003662109,-122.45603918234427
33,6400,6400,564.4979693889618,-1736.986364801359
34,6600,6600,582.5134723186493,-121.41478412603074
35,6800,6800,600.0465371608734,-126.16588748086764
36,7000,7000,617.5788509845734,-350.36486580537314
37,7200,7200,635.1688768863678,-121.69121855122725
38,7400,7400,652.8200793266296,-243.66466424565579
39,7600,7600,670.404819726944,-126.21174948227096
40,7800,7800,687.7029728889465,-236.93482284314848
41,8000,8000,705.1546306610107,-0.27988732538353833
42,8200,8200,722.7708561420441,-0.3188774614999398
43,8400,8400,740.4540369510651,-122.95893949051951
44,8600,8600,757.9580924510956,-241.60942290403818
45,8800,8800,775.4183285236359,-359.2833418387897
46,9000,9000,793.0381078720093,-125.50238529731017
47,9200,9200,810.8827946186066,-126.32883413301633
48,9400,9400,828.7873914241791,-126.20715512985059
49,9600,9600,845.9945890903473,-359.0788178370928
50,9800,9800,863.7081949710846,-123.17419069166462
51,10000,10000,881.3149156570435,-125.54484724045473
