episode,step,env_step,total_time,episode_reward
1,0,0,0.1382582187652588,-1573.319738017077
2,200,200,20.033304929733276,-1145.9039014313146
3,400,400,49.439703702926636,-1285.8821205952415
4,600,600,78.89995384216309,-1264.4064294059406
5,800,800,109.4191563129425,-884.634404543828
6,1000,1000,139.48820424079895,-1245.7063769114102
7,1200,1200,169.26548552513123,-1057.8269433133512
8,1400,1400,199.44792532920837,-670.0208364447968
9,1600,1600,228.27649068832397,-1122.3996199154137
10,1800,1800,258.8135244846344,-128.36421193109445
11,2000,2000,287.9740414619446,-128.4740219642685
12,2200,2200,317.76387572288513,-598.6094396547306
13,2400,2400,346.9066650867462,-358.5878307083422
14,2600,2600,377.95339012145996,-501.72127597668924
15,2800,2800,408.13659405708313,-478.26489148186835
16,3000,3000,439.10784363746643,-244.1001218002123
17,3200,3200,470.2196238040924,-1.2377617606301978
18,3400,3400,500.4223573207855,-469.3363962521233
19,3600,3600,530.2915544509888,-470.4399616011581
20,3800,3800,560.1337459087372,-354.23170766279776
21,4000,4000,589.7719886302948,-125.32049286545977
22,4200,4200,620.7005035877228,-123.33074555537985
23,4400,4400,651.4860994815826,-127.49534899196685
24,4600,4600,682.4622037410736,-498.170445143201
25,4800,4800,713.8123054504395,-352.9343682320294
26,5000,5000,761.8063268661499,-575.2073684875317
27,5200,5200,811.0755121707916,-1109.5146653012027
28,5400,5400,861.4510169029236,-385.6661632429614
29,5600,5600,912.4408881664276,-1735.0000635425317
30,5800,5800,963.0722382068634,-130.5823738878282
31,6000,6000,1010.8395521640778,-253.6971956931003
32,6200,6200,1062.8312788009644,-727.7356852278132
33,6400,6400,1117.0930049419403,-1304.3075772911996
34,6600,6600,1171.3108355998993,-1306.12798400105
35,6800,6800,1226.8328349590302,-1241.7736172711543
36,7000,7000,1282.3846335411072,-1248.0929918201618
37,7200,7200,1338.6179819107056,-1778.888982481781
38,7400,7400,1396.014190196991,-841.3870309512724
39,7600,7600,1453.4205491542816,-1667.1716261582856
