episode,step,env_step,total_time,episode_reward
1,0,0,0.10986018180847168,-1332.2901395301417
2,200,200,18.158672332763672,-1594.4751335531275
3,400,400,49.012972831726074,-1201.5789484363268
4,600,600,80.58662748336792,-1197.3334824320532
5,800,800,112.08319759368896,-1503.3060685801822
6,1000,1000,143.41023683547974,-1333.2056973806675
7,1200,1200,173.51344275474548,-1194.0730667518799
8,1400,1400,204.79685139656067,-862.5404939164694
9,1600,1600,235.43112087249756,-374.51363800398525
10,1800,1800,266.5787422657013,-1726.9424879880326
11,2000,2000,296.8627202510834,-965.669919269583
12,2200,2200,327.75859117507935,-0.9163957165655363
13,2400,2400,358.74005031585693,-622.5010637687775
14,2600,2600,390.134441614151,-127.95858983197942
15,2800,2800,420.5257349014282,-129.95965417426694
16,3000,3000,451.6708583831787,-376.5715615397337
17,3200,3200,482.4026885032654,-245.69881690926618
18,3400,3400,513.0087974071503,-1.4977684936992992
19,3600,3600,544.2586266994476,-121.5862512958027
20,3800,3800,576.6701989173889,-0.5500573716833308
21,4000,4000,608.9097912311554,-1.9149590340729057
22,4200,4200,641.4938871860504,-355.723753912221
23,4400,4400,673.1215748786926,-877.5544920389807
24,4600,4600,704.6796307563782,-1730.427705232445
25,4800,4800,736.537017583847,-361.84025689029795
26,5000,5000,768.4501564502716,-124.53342887228119
27,5200,5200,802.5389609336853,-124.70467789633864
28,5400,5400,841.0840663909912,-526.8829061831299
29,5600,5600,888.0668888092041,-123.18634758992611
30,5800,5800,940.7191610336304,-1640.0313801648363
31,6000,6000,993.502423286438,-236.7765678052915
32,6200,6200,1047.185537815094,-871.5514824811588
33,6400,6400,1101.6426277160645,-1799.9668927006771
34,6600,6600,1156.3934125900269,-1067.5033266450853
35,6800,6800,1211.9664747714996,-767.6806826912411
36,7000,7000,1267.9020109176636,-1209.8711678818784
37,7200,7200,1325.738971710205,-122.96060473700436
38,7400,7400,1383.0587046146393,-363.08222904610767
39,7600,7600,1442.3270528316498,-130.67033118536045
40,7800,7800,1501.6733043193817,-1092.0628854808513
41,8000,8000,1561.6611363887787,-778.4337424276364
42,8200,8200,1622.8608679771423,-1.1619469959644302
43,8400,8400,1684.8024172782898,-920.5206752970306
44,8600,8600,1747.4109733104706,-244.06309664636916
45,8800,8800,1810.6274185180664,-462.9641606430081
46,9000,9000,1874.9942412376404,-124.52632106794215
47,9200,9200,1939.842619419098,-125.78913117697827
48,9400,9400,2005.1394021511078,-609.1838810618741
49,9600,9600,2071.918634414673,-835.8175651217351
50,9800,9800,2138.739494562149,-127.04192265036896
51,10000,10000,2206.085569858551,-898.905624297982
