episode,step,env_step,total_time,episode_reward
1,0,0,0.10399627685546875,-1055.332886734798
2,200,200,14.352684497833252,-1357.9188695062562
3,400,400,32.91029143333435,-1628.8404891044117
4,600,600,50.61518931388855,-1692.5003474401983
5,800,800,68.05920100212097,-1713.0603573891515
6,1000,1000,88.28251600265503,-1278.9717858778126
7,1200,1200,106.67168259620667,-1316.4894780965044
8,1400,1400,125.1558485031128,-945.9167509390624
9,1600,1600,144.0947070121765,-1373.8130127452523
10,1800,1800,163.96388125419617,-1050.8068008826358
11,2000,2000,184.13034439086914,-1564.8570652323417
12,2200,2200,203.07625222206116,-950.3448714700675
13,2400,2400,223.60570907592773,-1218.1934626264513
14,2600,2600,244.0057818889618,-4.070912324426175
15,2800,2800,264.6377544403076,-994.5118665875245
16,3000,3000,285.2633788585663,-1481.2347076541764
17,3200,3200,305.9737858772278,-1558.6914819453398
18,3400,3400,324.62178230285645,-1736.2468710218993
19,3600,3600,342.7703788280487,-1101.2927683108833
20,3800,3800,360.9029276371002,-1305.4345767586651
21,4000,4000,379.4167196750641,-245.05344771848013
22,4200,4200,397.92690348625183,-905.6695893820695
23,4400,4400,416.0526638031006,-125.88888048635638
24,4600,4600,434.5685634613037,-125.90982855878296
25,4800,4800,452.50030732154846,-126.62943521948198
26,5000,5000,470.0624005794525,-624.4974489084124
27,5200,5200,487.26901483535767,-889.347629129559
28,5400,5400,505.8177468776703,-1307.6835615879984
29,5600,5600,523.7268016338348,-1698.2081282998827
30,5800,5800,541.3649890422821,-1587.721088553864
31,6000,6000,559.2556762695312,-127.3637354977882
32,6200,6200,577.7451434135437,-632.9986166640821
33,6400,6400,594.9546611309052,-1071.1071081483167
34,6600,6600,612.7618281841278,-1855.187208028239
35,6800,6800,631.2887814044952,-365.77463206877593
36,7000,7000,649.8449244499207,-1153.4941974611213
37,7200,7200,669.1106011867523,-901.4888115692331
38,7400,7400,689.4346177577972,-1726.0348922995804
39,7600,7600,709.0483977794647,-1046.4890004665172
40,7800,7800,729.2857966423035,-1143.7087109847428
41,8000,8000,748.4835104942322,-747.1640088081766
42,8200,8200,767.7570457458496,-970.2653221016287
43,8400,8400,787.1454482078552,-998.2446023317603
44,8600,8600,805.1372449398041,-1692.9085328790443
45,8800,8800,823.122784614563,-953.4385876961658
46,9000,9000,841.9344804286957,-129.6617754354191
47,9200,9200,861.4625380039215,-842.4003523658535
48,9400,9400,880.9083890914917,-1047.0166413727552
49,9600,9600,900.3871343135834,-1254.7548429312558
50,9800,9800,920.1744961738586,-755.8804129586487
51,10000,10000,938.6676874160767,-1298.2890993468463
