episode,step,env_step,total_time,episode_reward
1,0,0,0.11509394645690918,-1055.332886734798
2,200,200,18.7291419506073,-1343.5769828805264
3,400,400,48.599969148635864,-1489.0161313469805
4,600,600,77.78222584724426,-1381.9946788213283
5,800,800,104.45971298217773,-1346.4730191597453
6,1000,1000,132.03199553489685,-1132.9285759528104
7,1200,1200,158.26031255722046,-967.6209622488916
8,1400,1400,184.46517825126648,-847.274293762408
9,1600,1600,211.22134041786194,-517.3299043419212
10,1800,1800,238.31053733825684,-500.63661369449704
11,2000,2000,265.0037293434143,-735.6888114191602
12,2200,2200,292.11451506614685,-466.33445260175125
13,2400,2400,320.50937938690186,-627.5044917978909
14,2600,2600,346.4848141670227,-382.7424929830904
15,2800,2800,377.0081374645233,-378.5292708396542
16,3000,3000,408.68139934539795,-254.4078159702544
17,3200,3200,436.46397066116333,-366.6869450149584
18,3400,3400,464.3607075214386,-615.1254891256356
19,3600,3600,495.7841191291809,-880.8291229948228
20,3800,3800,524.7056517601013,-121.57296799924445
21,4000,4000,553.5729732513428,-367.3624440260553
22,4200,4200,583.6129295825958,-126.35116366666948
23,4400,4400,614.0220632553101,-125.89591494027543
24,4600,4600,646.2381329536438,-123.22111585477643
25,4800,4800,676.5482134819031,-1.2990818234301504
26,5000,5000,706.6210494041443,-257.86604221095666
27,5200,5200,737.5094676017761,-258.89150681967504
28,5400,5400,764.5160620212555,-349.55171402639337
29,5600,5600,793.3044748306274,-355.6052586845126
30,5800,5800,825.6417720317841,-469.12791382008
31,6000,6000,856.0991640090942,-125.90530965677999
32,6200,6200,882.6329352855682,-539.2364752050028
33,6400,6400,909.1988661289215,-486.78550887417185
34,6600,6600,937.115273475647,-558.3179170042698
35,6800,6800,964.8375627994537,-241.2517718514871
36,7000,7000,991.9480845928192,-485.46589395779154
37,7200,7200,1019.3409700393677,-127.42600742924205
38,7400,7400,1050.5084130764008,-125.78641443877342
39,7600,7600,1080.9066815376282,-124.19273234210529
40,7800,7800,1109.4479351043701,-485.87296792939725
41,8000,8000,1136.1035866737366,-489.8036712184436
42,8200,8200,1162.5611329078674,-244.1505074814861
43,8400,8400,1188.7664866447449,-128.81459888198688
44,8600,8600,1216.7778599262238,-492.08712785682445
45,8800,8800,1244.4557642936707,-125.43485387060221
46,9000,9000,1272.20618724823,-127.94991924796776
47,9200,9200,1298.430897951126,-119.88545774022958
48,9400,9400,1325.2187936306,-131.1134731141556
49,9600,9600,1351.9142467975616,-237.82752423405518
50,9800,9800,1378.5030226707458,-118.16203469395538
51,10000,10000,1404.709644317627,-237.81366128661801
