episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.27390480041503906,-78.34414959392807,256
2,100,100,0.3333275318145752,-75.39560209902504,256
3,200,200,0.3941683769226074,-84.22581250361536,256
4,300,300,0.4447925090789795,-79.69829538345192,256
5,400,400,0.49590277671813965,-83.9800727382471,256
6,500,500,0.5504400730133057,-78.01284800946551,256
7,600,600,0.6020569801330566,-82.03937070459594,256
8,700,700,0.649512529373169,-82.17995792738128,256
9,800,800,81.80272340774536,-95.54174528923669,256
10,900,900,110.39460563659668,-61.45333185098275,256
11,1000,1000,139.20780539512634,-63.98549517021699,256
12,1100,1100,168.71012377738953,-59.92215071797414,256
13,1200,1200,198.55425548553467,-63.84104230579155,256
14,1300,1300,228.51268911361694,-55.86378916392493,256
15,1400,1400,258.33953404426575,-57.82745399878679,256
16,1500,1500,290.1165108680725,-58.43275815300672,256
17,1600,1600,322.0695731639862,-49.92042919194306,256
18,1700,1700,353.7584342956543,-53.14210367913471,256
19,1800,1800,386.34317231178284,-54.175775218149155,256
20,1900,1900,419.4524652957916,-51.56229073242483,256
21,2000,2000,453.7714161872864,-51.22235735800609,256
22,2100,2100,487.9942708015442,-50.77058566288421,256
23,2200,2200,522.31947016716,-48.04780421884551,256
24,2300,2300,557.9414365291595,-48.13754055941204,256
25,2400,2400,593.647185087204,-49.58925288340706,256
26,2500,2500,628.9932622909546,-46.91648592786698,256
27,2600,2600,666.0570588111877,-45.55250739927941,256
28,2700,2700,703.0677843093872,-47.73633221304979,256
29,2800,2800,740.1403243541718,-47.27885155575957,256
30,2900,2900,778.7267506122589,-45.839961185956675,256
31,3000,3000,818.011552810669,-46.535952763415736,256
