episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.26674413681030273,-81.39157754459579,0
2,100,100,0.35473203659057617,-80.51169851930267,0
3,200,200,0.4176795482635498,-87.18426789108172,0
4,300,300,0.4614908695220947,-88.77019695822001,0
5,400,400,27.52295446395874,-118.81312228720579,0
6,500,500,37.040666818618774,-92.74328017200213,0
7,600,600,47.79561924934387,-112.43924697400762,0
8,700,700,58.723819971084595,-72.13862027604398,0
9,800,800,68.36077404022217,-73.4463717087111,0
10,900,900,78.11285018920898,-74.61777722476357,0
11,1000,1000,88.14905285835266,-65.49437775360147,0
12,1100,1100,97.7664442062378,-60.922268914463196,0
13,1200,1200,107.39822959899902,-60.315488873122604,0
14,1300,1300,116.90996074676514,-53.00574591718884,0
15,1400,1400,126.67081546783447,-55.20819924740402,0
16,1500,1500,136.269202709198,-56.86912488461964,0
17,1600,1600,145.84241700172424,-61.292586914533615,0
18,1700,1700,155.50703263282776,-60.504117426895434,0
19,1800,1800,165.06979084014893,-58.386505499662704,0
20,1900,1900,174.66482758522034,-50.57109475739822,0
21,2000,2000,184.2328929901123,-57.91366455757997,0
22,2100,2100,193.73139309883118,-55.59713215640623,0
23,2200,2200,203.31421637535095,-48.323914124746416,0
24,2300,2300,212.97917675971985,-54.74013190258376,0
25,2400,2400,222.64105343818665,-55.77142906802682,0
26,2500,2500,232.37449097633362,-58.88985994076179,0
27,2600,2600,243.55919694900513,-50.78112509030575,0
28,2700,2700,254.62400484085083,-54.26797851264578,0
29,2800,2800,265.7293360233307,-51.41347356432006,0
30,2900,2900,276.5357871055603,-54.013648126845446,0
31,3000,3000,287.72939896583557,-54.81142643156516,0
