episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.2898380756378174,-81.39157754459579,256
2,100,100,0.3533337116241455,-80.51169851930267,256
3,200,200,0.411257266998291,-87.18426789108172,256
4,300,300,0.45607995986938477,-88.77019695822001,256
5,400,400,43.74017000198364,-118.81312228720579,256
6,500,500,70.32051587104797,-89.79743309225519,256
7,600,600,96.68361783027649,-105.72386720358655,256
8,700,700,124.02318000793457,-76.46882745235885,256
9,800,800,151.34791111946106,-61.89608057265534,256
10,900,900,179.3677396774292,-65.34553503915616,256
11,1000,1000,209.1615641117096,-59.936039235478354,256
12,1100,1100,239.15950083732605,-57.6467956496298,256
13,1200,1200,268.83561992645264,-62.38479986501282,256
14,1300,1300,299.0970616340637,-55.672115777173644,256
15,1400,1400,329.3942332267761,-54.55858602196595,256
16,1500,1500,360.2541961669922,-53.69613214101098,256
17,1600,1600,386.84881949424744,-56.3133070022411,256
18,1700,1700,418.80860471725464,-57.97275210298612,256
19,1800,1800,450.78277945518494,-55.23585975996286,256
20,1900,1900,484.4295597076416,-50.37858876548342,256
21,2000,2000,519.3498225212097,-52.84986961727984,256
22,2100,2100,554.1289613246918,-54.21474624599031,256
23,2200,2200,588.0871212482452,-50.52424331039606,256
24,2300,2300,622.8769927024841,-54.42445959442639,256
25,2400,2400,657.4321563243866,-48.72512107092272,256
26,2500,2500,692.5839865207672,-50.00715798444488,256
27,2600,2600,727.8946061134338,-49.97409035815322,256
28,2700,2700,762.4618248939514,-47.72386136436128,256
29,2800,2800,798.0390388965607,-47.45719116391592,256
30,2900,2900,832.8840579986572,-47.03214661643596,256
31,3000,3000,867.5483791828156,-46.49979357225891,256
