episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.2817394733428955,-84.0280454129702,512
2,100,100,0.3463613986968994,-74.60739363708173,512
3,200,200,0.4059147834777832,-82.00658813150338,512
4,300,300,0.4523286819458008,-79.73690058885674,512
5,400,400,37.10624885559082,-132.61902188907078,12
6,500,500,53.98552632331848,-109.49328135410887,14
7,600,600,70.96503806114197,-90.97733730115765,12
8,700,700,87.93864488601685,-79.1219505467023,12
9,800,800,105.0175609588623,-68.84311286965536,12
10,900,900,122.2030553817749,-66.12677245322787,11
11,1000,1000,138.6488893032074,-65.99306192603845,11
12,1100,1100,155.22210454940796,-59.57375388236534,11
13,1200,1200,172.0253508090973,-60.20294571118235,12
14,1300,1300,188.623206615448,-63.947749737293485,11
15,1400,1400,204.94217991828918,-56.8075918636064,12
16,1500,1500,221.29593658447266,-58.82217609480702,11
17,1600,1600,237.5811061859131,-56.805509225713486,13
18,1700,1700,253.7824366092682,-53.371101689773965,12
19,1800,1800,271.5575408935547,-52.34547927217599,13
20,1900,1900,288.59690046310425,-52.97982682883644,7
21,2000,2000,305.9526171684265,-53.935739230038436,8
22,2100,2100,323.50784158706665,-51.54622772075443,11
23,2200,2200,341.5685019493103,-50.40939432700594,5
24,2300,2300,360.0100700855255,-50.77426335320182,5
25,2400,2400,379.6424148082733,-55.02899691244818,6
26,2500,2500,398.8781461715698,-51.74401830788038,6
27,2600,2600,416.6271870136261,-51.61817434322369,5
28,2700,2700,433.859801530838,-50.92248208053196,3
29,2800,2800,451.0230770111084,-48.57886396569976,2
30,2900,2900,467.99978041648865,-59.847911138977906,2
31,3000,3000,485.01745223999023,-51.008799259916536,14
