episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.4999988079071045,15.675951544261766,0
2,500,500,0.7902424335479736,-21.594137018998,0
3,1000,1000,1.065704584121704,14.134411591039113,0
4,1500,1500,1.357029914855957,-13.356562825872825,0
5,2000,2000,107.67964959144592,-9.194434896749414,0
6,2500,2500,145.5011706352234,35.444166383319626,0
7,3000,3000,182.72088527679443,14.485318496216982,0
8,3500,3500,219.83521914482117,23.489075431751278,0
9,4000,4000,259.787367105484,15.441405372825933,0
10,4500,4500,300.1544659137726,30.135842193719192,0
11,5000,5000,341.16540718078613,27.42775186062732,0
12,5500,5500,378.64219522476196,19.228365886083274,0
13,6000,6000,415.7086627483368,25.53898772872542,0
14,6500,6500,452.7140700817108,11.989445436605052,0
15,7000,7000,497.29170083999634,55.819138600432254,0
16,7500,7500,537.8020164966583,30.71301696820182,0
17,8000,8000,573.9687974452972,79.43086130397991,0
18,8500,8500,612.4726037979126,90.16080228106732,0
19,9000,9000,649.3155691623688,82.98531894845013,0
20,9500,9500,686.6552667617798,33.83639948358172,0
21,10000,10000,723.5789532661438,31.130825577154948,0
22,10500,10500,762.061666727066,14.088026599376931,0
23,11000,11000,801.5693242549896,81.54925803774353,0
24,11500,11500,839.5494818687439,53.63210047959484,0
25,12000,12000,876.1184599399567,71.81823090047095,0
26,12500,12500,913.7803399562836,44.701230956835225,0
27,13000,13000,957.600946187973,68.3129727930731,0
28,13500,13500,995.0088391304016,74.14465949129982,0
29,14000,14000,1033.5027446746826,56.70296624888546,0
30,14500,14500,1072.7482352256775,59.33181428934073,0
31,15000,15000,1108.8289709091187,50.33353198288674,0
