episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.530947208404541,13.958584308834704,0
2,500,500,0.8055462837219238,-17.861762105182727,0
3,1000,1000,1.067873239517212,3.376023576616719,0
4,1500,1500,1.3456168174743652,-19.770061813104327,0
5,2000,2000,118.78921151161194,-24.842737476291667,21
6,2500,2500,175.81711792945862,23.275480591325007,27
7,3000,3000,232.16006469726562,24.497716783273482,33
8,3500,3500,288.80768942832947,8.751680094897175,32
9,4000,4000,344.82510328292847,37.910056273672765,35
10,4500,4500,414.01405572891235,30.340415957315383,33
11,5000,5000,471.20035338401794,19.652482716665425,39
12,5500,5500,530.2657525539398,23.018382103986152,72
13,6000,6000,586.0841808319092,24.52225645061362,69
14,6500,6500,641.3909621238708,27.702376023161246,71
15,7000,7000,702.2591514587402,25.021028357904424,86
16,7500,7500,758.7913553714752,32.868476413407656,92
17,8000,8000,814.5684027671814,-3.241727948648154,83
18,8500,8500,878.3869228363037,38.860751942854925,104
19,9000,9000,939.1114482879639,17.831677153665012,99
20,9500,9500,996.2072930335999,44.866292382706895,103
21,10000,10000,1051.8938989639282,17.343062651236345,110
22,10500,10500,1107.1408190727234,60.69175237745952,117
23,11000,11000,1171.2870001792908,28.546777749699437,112
24,11500,11500,1230.7672908306122,34.97395829749591,123
25,12000,12000,1288.3926146030426,34.82925511758291,133
26,12500,12500,1343.95658659935,32.06265763019664,118
27,13000,13000,1401.6148164272308,23.18917031473631,126
28,13500,13500,1459.3146212100983,37.3252299131415,126
29,14000,14000,1515.54110789299,24.747749943152982,126
30,14500,14500,1572.495187997818,38.18615487893741,130
31,15000,15000,1633.9313349723816,20.494534760824465,124
