episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.5278866291046143,15.798305424988213,0
2,500,500,0.7909848690032959,16.120050052227505,0
3,1000,1000,1.0315940380096436,-6.347591593445899,0
4,1500,1500,1.2696614265441895,-0.2479220158756874,0
5,2000,2000,127.22426247596741,-16.56488352674166,1024
6,2500,2500,187.2083821296692,33.670761154050126,1024
7,3000,3000,242.65445685386658,-18.63017087188123,1024
8,3500,3500,299.88832211494446,-0.901615875521102,1024
9,4000,4000,364.21991753578186,-5.736029777843628,1024
10,4500,4500,422.7542932033539,1.0059996754730078,1024
11,5000,5000,483.6532859802246,14.034561748082421,1024
12,5500,5500,541.5828950405121,32.62936461559009,1024
13,6000,6000,609.785498380661,42.88824868459063,1024
14,6500,6500,672.4462785720825,29.69328891454753,1024
15,7000,7000,731.27565574646,11.235407840835597,1024
16,7500,7500,792.1601603031158,50.62023182797174,1024
17,8000,8000,858.348461151123,53.92734912234314,1024
18,8500,8500,916.9480793476105,30.30883466211374,1024
19,9000,9000,978.0180134773254,37.99351205390278,1024
20,9500,9500,1037.061214208603,31.801407973581252,1024
21,10000,10000,1101.0384366512299,26.82173444363854,1024
22,10500,10500,1163.894633769989,16.868276103062215,1024
23,11000,11000,1225.4248847961426,26.83605031113029,1024
24,11500,11500,1284.314700603485,35.849979371037826,1024
25,12000,12000,1350.2190103530884,39.371273870992795,1024
26,12500,12500,1410.9219496250153,38.397541654000115,1024
27,13000,13000,1474.204638004303,31.62398404162905,1024
28,13500,13500,1535.8741648197174,35.43804529788138,1024
29,14000,14000,1601.3050165176392,20.281070297629643,1024
30,14500,14500,1662.2666370868683,39.5851022684858,1024
31,15000,15000,1725.9449729919434,33.606244844688085,1024
