episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.5392870903015137,-13.527002245816552,0
2,500,500,0.8215343952178955,0.6094370439209639,0
3,1000,1000,1.5747332572937012,5.114081872653247,0
4,1500,1500,1.8320915699005127,-5.380327416168101,0
5,2000,2000,121.1282160282135,-20.193606856272275,1024
6,2500,2500,183.9913456439972,19.765330978920165,1024
7,3000,3000,245.05590772628784,32.82093922656833,1024
8,3500,3500,302.77320623397827,11.61219768814479,1024
9,4000,4000,360.17636466026306,-2.290966638421547,1024
10,4500,4500,418.6112449169159,10.419436162096284,1024
11,5000,5000,481.51860189437866,11.81280923308226,1024
12,5500,5500,539.619087934494,26.536742840881068,1024
13,6000,6000,598.2990839481354,10.92102861959654,1024
14,6500,6500,657.1282684803009,38.31905837917654,1024
15,7000,7000,722.4853346347809,34.24307891199116,1024
16,7500,7500,780.3366644382477,36.2121500779189,1024
17,8000,8000,838.2247993946075,25.220045342226243,1024
18,8500,8500,896.2265672683716,13.455091805091795,1024
19,9000,9000,957.3364253044128,3.8323755777436306,1024
20,9500,9500,1017.3650603294373,15.286446286043073,1024
21,10000,10000,1075.205244064331,7.7120483636501405,1024
22,10500,10500,1132.785314321518,29.007649445225802,1024
23,11000,11000,1197.1436035633087,23.226558357203356,1024
24,11500,11500,1254.875663280487,28.758828389805437,1024
25,12000,12000,1312.0530166625977,40.304981748728316,1024
26,12500,12500,1378.0276048183441,38.86122323818904,1024
27,13000,13000,1439.1295149326324,55.17689091444302,1024
28,13500,13500,1498.1279168128967,35.10781191883597,1024
29,14000,14000,1556.1705739498138,26.81209794107356,1024
30,14500,14500,1613.729487657547,9.996677919023098,1024
31,15000,15000,1673.5264716148376,33.093347376301935,1024
